ClinicID,ClinicName,Date,AppointmentCount,DayOfWeek,DayName,Day,Month,MonthName,Quarter,Year,WeekOfYear,IsWeekend,IsHoliday,HolidayName,SeasonFlag,Lag_1,Lag_7,Lag_14,Lag_28,RollingMean_7,RollingMean_14,RollingMean_28
1,Nexora Care - Riverside,2025-03-29,21,5,Saturday,29,3,March,1,2025,13,1,False,No Holiday,Allergy Season,48.0,60.0,44.0,67.0,53.142857142857146,53.285714285714285,51.535714285714285
1,Nexora Care - Riverside,2025-03-31,73,0,Monday,31,3,March,1,2025,14,0,False,No Holiday,Allergy Season,21.0,24.0,58.0,75.0,47.57142857142857,51.642857142857146,49.892857142857146
1,Nexora Care - Riverside,2025-04-01,62,1,Tuesday,1,4,April,2,2025,14,0,False,No Holiday,Allergy Season,73.0,53.0,31.0,61.0,54.57142857142857,52.714285714285715,49.82142857142857
1,Nexora Care - Riverside,2025-04-02,50,2,Wednesday,2,4,April,2,2025,14,0,False,No Holiday,Allergy Season,62.0,45.0,69.0,51.0,55.857142857142854,54.92857142857143,49.857142857142854
1,Nexora Care - Riverside,2025-04-03,59,3,Thursday,3,4,April,2,2025,14,0,False,No Holiday,Allergy Season,50.0,76.0,55.0,11.0,56.57142857142857,53.57142857142857,49.82142857142857
1,Nexora Care - Riverside,2025-04-04,39,4,Friday,4,4,April,2,2025,14,0,False,No Holiday,Allergy Season,59.0,66.0,50.0,49.0,54.142857142857146,53.857142857142854,51.535714285714285
1,Nexora Care - Riverside,2025-04-05,8,5,Saturday,5,4,April,2,2025,14,1,False,No Holiday,Allergy Season,39.0,48.0,67.0,59.0,50.285714285714285,53.07142857142857,51.17857142857143
1,Nexora Care - Riverside,2025-04-07,45,0,Monday,7,4,April,2,2025,15,0,False,No Holiday,Allergy Season,8.0,21.0,60.0,48.0,44.57142857142857,48.857142857142854,49.357142857142854
1,Nexora Care - Riverside,2025-04-08,59,1,Tuesday,8,4,April,2,2025,15,0,False,No Holiday,Allergy Season,45.0,73.0,24.0,34.0,48.0,47.785714285714285,49.25
1,Nexora Care - Riverside,2025-04-09,69,2,Wednesday,9,4,April,2,2025,15,0,False,No Holiday,Allergy Season,59.0,62.0,53.0,52.0,46.0,50.285714285714285,50.142857142857146
1,Nexora Care - Riverside,2025-04-10,66,3,Thursday,10,4,April,2,2025,15,0,False,No Holiday,Allergy Season,69.0,50.0,45.0,23.0,47.0,51.42857142857143,50.75
1,Nexora Care - Riverside,2025-04-11,39,4,Friday,11,4,April,2,2025,15,0,False,No Holiday,Allergy Season,66.0,59.0,76.0,57.0,49.285714285714285,52.92857142857143,52.285714285714285
1,Nexora Care - Riverside,2025-04-12,17,5,Saturday,12,4,April,2,2025,15,1,False,No Holiday,Allergy Season,39.0,39.0,66.0,60.0,46.42857142857143,50.285714285714285,51.642857142857146
1,Nexora Care - Riverside,2025-04-14,49,0,Monday,14,4,April,2,2025,16,0,False,No Holiday,Allergy Season,17.0,8.0,48.0,50.0,43.285714285714285,46.785714285714285,50.107142857142854
1,Nexora Care - Riverside,2025-04-15,64,1,Tuesday,15,4,April,2,2025,16,0,False,No Holiday,Allergy Season,49.0,45.0,21.0,44.0,49.142857142857146,46.857142857142854,50.07142857142857
1,Nexora Care - Riverside,2025-04-16,71,2,Wednesday,16,4,April,2,2025,16,0,False,No Holiday,Allergy Season,64.0,59.0,73.0,58.0,51.857142857142854,49.92857142857143,50.785714285714285
1,Nexora Care - Riverside,2025-04-17,51,3,Thursday,17,4,April,2,2025,16,0,False,No Holiday,Allergy Season,71.0,69.0,62.0,31.0,53.57142857142857,49.785714285714285,51.25
1,Nexora Care - Riverside,2025-04-18,45,4,Friday,18,4,April,2,2025,16,0,False,No Holiday,Allergy Season,51.0,66.0,50.0,69.0,51.0,49.0,51.964285714285715
1,Nexora Care - Riverside,2025-04-19,16,5,Saturday,19,4,April,2,2025,16,1,False,No Holiday,Allergy Season,45.0,39.0,59.0,55.0,48.0,48.642857142857146,51.107142857142854
1,Nexora Care - Riverside,2025-04-21,58,0,Monday,21,4,April,2,2025,17,0,False,No Holiday,Allergy Season,16.0,17.0,39.0,50.0,44.714285714285715,45.57142857142857,49.714285714285715
1,Nexora Care - Riverside,2025-04-22,58,1,Tuesday,22,4,April,2,2025,17,0,False,No Holiday,Allergy Season,58.0,49.0,8.0,67.0,50.57142857142857,46.92857142857143,50.0
1,Nexora Care - Riverside,2025-04-23,59,2,Wednesday,23,4,April,2,2025,17,0,False,No Holiday,Allergy Season,58.0,64.0,45.0,60.0,51.857142857142854,50.5,49.67857142857143
1,Nexora Care - Riverside,2025-04-24,66,3,Thursday,24,4,April,2,2025,17,0,False,No Holiday,Allergy Season,59.0,71.0,59.0,24.0,51.142857142857146,51.5,49.642857142857146
1,Nexora Care - Riverside,2025-04-25,52,4,Friday,25,4,April,2,2025,17,0,False,No Holiday,Allergy Season,66.0,51.0,69.0,53.0,50.42857142857143,52.0,51.142857142857146
1,Nexora Care - Riverside,2025-04-26,32,5,Saturday,26,4,April,2,2025,17,1,False,No Holiday,Allergy Season,52.0,45.0,66.0,45.0,50.57142857142857,50.785714285714285,51.107142857142854
1,Nexora Care - Riverside,2025-04-28,72,0,Monday,28,4,April,2,2025,18,0,False,No Holiday,Allergy Season,32.0,16.0,39.0,76.0,48.714285714285715,48.357142857142854,50.642857142857146
1,Nexora Care - Riverside,2025-04-29,56,1,Tuesday,29,4,April,2,2025,18,0,False,No Holiday,Allergy Season,72.0,58.0,17.0,66.0,56.714285714285715,50.714285714285715,50.5
1,Nexora Care - Riverside,2025-04-30,40,2,Wednesday,30,4,April,2,2025,18,0,False,No Holiday,Allergy Season,56.0,58.0,49.0,48.0,56.42857142857143,53.5,50.142857142857146
1,Nexora Care - Riverside,2025-05-01,46,3,Thursday,1,5,May,2,2025,18,0,False,No Holiday,Allergy Season,40.0,59.0,64.0,21.0,53.857142857142854,52.857142857142854,49.857142857142854
1,Nexora Care - Riverside,2025-05-02,35,4,Friday,2,5,May,2,2025,18,0,False,No Holiday,Allergy Season,46.0,66.0,71.0,73.0,52.0,51.57142857142857,50.75
1,Nexora Care - Riverside,2025-05-03,17,5,Saturday,3,5,May,2,2025,18,1,False,No Holiday,Allergy Season,35.0,52.0,51.0,62.0,47.57142857142857,49.0,49.392857142857146
1,Nexora Care - Riverside,2025-05-05,62,0,Monday,5,5,May,2,2025,19,0,False,No Holiday,Allergy Season,17.0,32.0,45.0,50.0,42.57142857142857,46.57142857142857,47.785714285714285
1,Nexora Care - Riverside,2025-05-06,64,1,Tuesday,6,5,May,2,2025,19,0,False,No Holiday,Allergy Season,62.0,72.0,16.0,59.0,46.857142857142854,47.785714285714285,48.214285714285715
1,Nexora Care - Riverside,2025-05-07,59,2,Wednesday,7,5,May,2,2025,19,0,False,No Holiday,Allergy Season,64.0,56.0,58.0,39.0,45.714285714285715,51.214285714285715,48.392857142857146
1,Nexora Care - Riverside,2025-05-08,61,3,Thursday,8,5,May,2,2025,19,0,False,No Holiday,Allergy Season,59.0,40.0,58.0,8.0,46.142857142857146,51.285714285714285,49.107142857142854
1,Nexora Care - Riverside,2025-05-09,53,4,Friday,9,5,May,2,2025,19,0,False,No Holiday,Allergy Season,61.0,46.0,59.0,45.0,49.142857142857146,51.5,51.0
1,Nexora Care - Riverside,2025-05-10,18,5,Saturday,10,5,May,2,2025,19,1,False,No Holiday,Allergy Season,53.0,35.0,66.0,59.0,50.142857142857146,51.07142857142857,51.285714285714285
1,Nexora Care - Riverside,2025-05-12,51,0,Monday,12,5,May,2,2025,20,0,False,No Holiday,Allergy Season,18.0,17.0,52.0,69.0,47.714285714285715,47.642857142857146,49.82142857142857
1,Nexora Care - Riverside,2025-05-13,55,1,Tuesday,13,5,May,2,2025,20,0,False,No Holiday,Allergy Season,51.0,62.0,32.0,66.0,52.57142857142857,47.57142857142857,49.17857142857143
1,Nexora Care - Riverside,2025-05-14,54,2,Wednesday,14,5,May,2,2025,20,0,False,No Holiday,Allergy Season,55.0,64.0,72.0,39.0,51.57142857142857,49.214285714285715,48.785714285714285
1,Nexora Care - Riverside,2025-05-15,56,3,Thursday,15,5,May,2,2025,20,0,False,No Holiday,Allergy Season,54.0,59.0,56.0,17.0,50.142857142857146,47.92857142857143,49.32142857142857
1,Nexora Care - Riverside,2025-05-16,37,4,Friday,16,5,May,2,2025,20,0,False,No Holiday,Allergy Season,56.0,61.0,40.0,49.0,49.714285714285715,47.92857142857143,50.714285714285715
1,Nexora Care - Riverside,2025-05-17,15,5,Saturday,17,5,May,2,2025,20,1,False,No Holiday,Allergy Season,37.0,53.0,46.0,64.0,46.285714285714285,47.714285714285715,50.285714285714285
1,Nexora Care - Riverside,2025-05-19,49,0,Monday,19,5,May,2,2025,21,0,False,No Holiday,Allergy Season,15.0,18.0,35.0,71.0,40.857142857142854,45.5,48.535714285714285
1,Nexora Care - Riverside,2025-05-20,58,1,Tuesday,20,5,May,2,2025,21,0,False,No Holiday,Allergy Season,49.0,51.0,17.0,51.0,45.285714285714285,46.5,47.75
1,Nexora Care - Riverside,2025-05-21,62,2,Wednesday,21,5,May,2,2025,21,0,False,No Holiday,Allergy Season,58.0,55.0,62.0,45.0,46.285714285714285,49.42857142857143,48.0
1,Nexora Care - Riverside,2025-05-22,61,3,Thursday,22,5,May,2,2025,21,0,False,No Holiday,Allergy Season,62.0,54.0,64.0,16.0,47.285714285714285,49.42857142857143,48.607142857142854
1,Nexora Care - Riverside,2025-05-23,60,4,Friday,23,5,May,2,2025,21,0,False,No Holiday,Allergy Season,61.0,56.0,59.0,58.0,48.285714285714285,49.214285714285715,50.214285714285715
1,Nexora Care - Riverside,2025-05-24,15,5,Saturday,24,5,May,2,2025,21,1,False,No Holiday,Allergy Season,60.0,37.0,61.0,58.0,48.857142857142854,49.285714285714285,50.285714285714285
1,Nexora Care - Riverside,2025-05-26,5,0,Monday,26,5,May,2,2025,22,0,True,Memorial Day,Allergy Season,15.0,15.0,53.0,59.0,45.714285714285715,46.0,48.75
1,Nexora Care - Riverside,2025-05-27,71,1,Tuesday,27,5,May,2,2025,22,0,False,No Holiday,Allergy Season,5.0,49.0,18.0,66.0,44.285714285714285,42.57142857142857,46.82142857142857
1,Nexora Care - Riverside,2025-05-28,47,2,Wednesday,28,5,May,2,2025,22,0,False,No Holiday,Allergy Season,71.0,58.0,51.0,52.0,47.42857142857143,46.357142857142854,47.0
1,Nexora Care - Riverside,2025-05-29,54,3,Thursday,29,5,May,2,2025,22,0,False,No Holiday,Allergy Season,47.0,62.0,55.0,32.0,45.857142857142854,46.07142857142857,46.82142857142857
1,Nexora Care - Riverside,2025-05-30,58,4,Friday,30,5,May,2,2025,22,0,False,No Holiday,Allergy Season,54.0,61.0,54.0,72.0,44.714285714285715,46.0,47.607142857142854
1,Nexora Care - Riverside,2025-05-31,14,5,Saturday,31,5,May,2,2025,22,1,False,No Holiday,Allergy Season,58.0,60.0,56.0,56.0,44.285714285714285,46.285714285714285,47.107142857142854
1,Nexora Care - Riverside,2025-06-02,38,0,Monday,2,6,June,2,2025,23,0,False,No Holiday,Standard,14.0,15.0,37.0,40.0,37.714285714285715,43.285714285714285,45.607142857142854
1,Nexora Care - Riverside,2025-06-03,49,1,Tuesday,3,6,June,2,2025,23,0,False,No Holiday,Standard,38.0,5.0,15.0,46.0,41.0,43.357142857142854,45.535714285714285
1,Nexora Care - Riverside,2025-06-04,40,2,Wednesday,4,6,June,2,2025,23,0,False,No Holiday,Standard,49.0,71.0,49.0,35.0,47.285714285714285,45.785714285714285,45.642857142857146
1,Nexora Care - Riverside,2025-06-05,39,3,Thursday,5,6,June,2,2025,23,0,False,No Holiday,Standard,40.0,47.0,58.0,17.0,42.857142857142854,45.142857142857146,45.82142857142857
1,Nexora Care - Riverside,2025-06-06,38,4,Friday,6,6,June,2,2025,23,0,False,No Holiday,Standard,39.0,54.0,62.0,62.0,41.714285714285715,43.785714285714285,46.607142857142854
1,Nexora Care - Riverside,2025-06-07,13,5,Saturday,7,6,June,2,2025,23,1,False,No Holiday,Standard,38.0,58.0,61.0,64.0,39.42857142857143,42.07142857142857,45.75
1,Nexora Care - Riverside,2025-06-09,44,0,Monday,9,6,June,2,2025,24,0,False,No Holiday,Standard,13.0,14.0,60.0,59.0,33.0,38.642857142857146,43.92857142857143
1,Nexora Care - Riverside,2025-06-10,48,1,Tuesday,10,6,June,2,2025,24,0,False,No Holiday,Standard,44.0,38.0,15.0,61.0,37.285714285714285,37.5,43.392857142857146
1,Nexora Care - Riverside,2025-06-11,48,2,Wednesday,11,6,June,2,2025,24,0,False,No Holiday,Standard,48.0,49.0,5.0,53.0,38.714285714285715,39.857142857142854,42.92857142857143
1,Nexora Care - Riverside,2025-06-12,41,3,Thursday,12,6,June,2,2025,24,0,False,No Holiday,Standard,48.0,40.0,71.0,18.0,38.57142857142857,42.92857142857143,42.75
1,Nexora Care - Riverside,2025-06-13,35,4,Friday,13,6,June,2,2025,24,0,False,No Holiday,Standard,41.0,39.0,47.0,51.0,38.714285714285715,40.785714285714285,43.57142857142857
1,Nexora Care - Riverside,2025-06-14,20,5,Saturday,14,6,June,2,2025,24,1,False,No Holiday,Standard,35.0,38.0,54.0,55.0,38.142857142857146,39.92857142857143,43.0
1,Nexora Care - Riverside,2025-06-16,45,0,Monday,16,6,June,2,2025,25,0,False,No Holiday,Standard,20.0,13.0,58.0,54.0,35.57142857142857,37.5,41.75
1,Nexora Care - Riverside,2025-06-17,49,1,Tuesday,17,6,June,2,2025,25,0,False,No Holiday,Standard,45.0,44.0,14.0,56.0,40.142857142857146,36.57142857142857,41.42857142857143
1,Nexora Care - Riverside,2025-06-18,42,2,Wednesday,18,6,June,2,2025,25,0,False,No Holiday,Standard,49.0,48.0,38.0,37.0,40.857142857142854,39.07142857142857,41.17857142857143
1,Nexora Care - Riverside,2025-06-19,9,3,Thursday,19,6,June,2,2025,25,0,True,Juneteenth,Standard,42.0,48.0,49.0,15.0,40.0,39.357142857142854,41.357142857142854
1,Nexora Care - Riverside,2025-06-20,62,4,Friday,20,6,June,2,2025,25,0,False,No Holiday,Standard,9.0,41.0,40.0,49.0,34.42857142857143,36.5,41.142857142857146
1,Nexora Care - Riverside,2025-06-21,24,5,Saturday,21,6,June,2,2025,25,1,False,No Holiday,Standard,62.0,35.0,39.0,58.0,37.42857142857143,38.07142857142857,41.607142857142854
1,Nexora Care - Riverside,2025-06-23,67,0,Monday,23,6,June,2,2025,26,0,False,No Holiday,Standard,24.0,20.0,38.0,62.0,35.857142857142854,37.0,40.392857142857146
1,Nexora Care - Riverside,2025-06-24,58,1,Tuesday,24,6,June,2,2025,26,0,False,No Holiday,Standard,67.0,45.0,13.0,61.0,42.57142857142857,39.07142857142857,40.57142857142857
1,Nexora Care - Riverside,2025-06-25,40,2,Wednesday,25,6,June,2,2025,26,0,False,No Holiday,Standard,58.0,49.0,44.0,60.0,44.42857142857143,42.285714285714285,40.464285714285715
1,Nexora Care - Riverside,2025-06-26,51,3,Thursday,26,6,June,2,2025,26,0,False,No Holiday,Standard,40.0,42.0,48.0,15.0,43.142857142857146,42.0,39.75
1,Nexora Care - Riverside,2025-06-27,41,4,Friday,27,6,June,2,2025,26,0,False,No Holiday,Standard,51.0,9.0,48.0,5.0,44.42857142857143,42.214285714285715,41.035714285714285
1,Nexora Care - Riverside,2025-06-28,16,5,Saturday,28,6,June,2,2025,26,1,False,No Holiday,Standard,41.0,62.0,41.0,71.0,49.0,41.714285714285715,42.32142857142857
1,Nexora Care - Riverside,2025-06-30,50,0,Monday,30,6,June,2,2025,27,0,False,No Holiday,Standard,16.0,24.0,35.0,47.0,42.42857142857143,39.92857142857143,40.357142857142854
1,Nexora Care - Riverside,2025-07-01,62,1,Tuesday,1,7,July,3,2025,27,0,False,No Holiday,Standard,50.0,67.0,20.0,54.0,46.142857142857146,41.0,40.464285714285715
1,Nexora Care - Riverside,2025-07-02,69,2,Wednesday,2,7,July,3,2025,27,0,False,No Holiday,Standard,62.0,58.0,45.0,58.0,45.42857142857143,44.0,40.75
1,Nexora Care - Riverside,2025-07-03,59,3,Thursday,3,7,July,3,2025,27,0,False,No Holiday,Standard,69.0,40.0,49.0,14.0,47.0,45.714285714285715,41.142857142857146
1,Nexora Care - Riverside,2025-07-04,5,4,Friday,4,7,July,3,2025,27,0,True,Independence Day,Standard,59.0,51.0,42.0,38.0,49.714285714285715,46.42857142857143,42.75
1,Nexora Care - Riverside,2025-07-05,20,5,Saturday,5,7,July,3,2025,27,1,False,No Holiday,Standard,5.0,41.0,9.0,49.0,43.142857142857146,43.785714285714285,41.57142857142857
1,Nexora Care - Riverside,2025-07-07,43,0,Monday,7,7,July,3,2025,28,0,False,No Holiday,Standard,20.0,16.0,62.0,40.0,40.142857142857146,44.57142857142857,40.535714285714285
1,Nexora Care - Riverside,2025-07-08,51,1,Tuesday,8,7,July,3,2025,28,0,False,No Holiday,Standard,43.0,50.0,24.0,39.0,44.0,43.214285714285715,40.642857142857146
1,Nexora Care - Riverside,2025-07-09,57,2,Wednesday,9,7,July,3,2025,28,0,False,No Holiday,Standard,51.0,62.0,67.0,38.0,44.142857142857146,45.142857142857146,41.07142857142857
1,Nexora Care - Riverside,2025-07-10,49,3,Thursday,10,7,July,3,2025,28,0,False,No Holiday,Standard,57.0,69.0,58.0,13.0,43.42857142857143,44.42857142857143,41.75
1,Nexora Care - Riverside,2025-07-11,39,4,Friday,11,7,July,3,2025,28,0,False,No Holiday,Standard,49.0,59.0,40.0,44.0,40.57142857142857,43.785714285714285,43.035714285714285
1,Nexora Care - Riverside,2025-07-12,15,5,Saturday,12,7,July,3,2025,28,1,False,No Holiday,Standard,39.0,5.0,51.0,48.0,37.714285714285715,43.714285714285715,42.857142857142854
1,Nexora Care - Riverside,2025-07-14,55,0,Monday,14,7,July,3,2025,29,0,False,No Holiday,Standard,15.0,20.0,41.0,48.0,39.142857142857146,41.142857142857146,41.67857142857143
1,Nexora Care - Riverside,2025-07-15,43,1,Tuesday,15,7,July,3,2025,29,0,False,No Holiday,Standard,55.0,43.0,16.0,41.0,44.142857142857146,42.142857142857146,41.92857142857143
1,Nexora Care - Riverside,2025-07-16,49,2,Wednesday,16,7,July,3,2025,29,0,False,No Holiday,Standard,43.0,51.0,50.0,35.0,44.142857142857146,44.07142857142857,42.0
1,Nexora Care - Riverside,2025-07-17,55,3,Thursday,17,7,July,3,2025,29,0,False,No Holiday,Standard,49.0,57.0,62.0,20.0,43.857142857142854,44.0,42.5
1,Nexora Care - Riverside,2025-07-18,45,4,Friday,18,7,July,3,2025,29,0,False,No Holiday,Standard,55.0,49.0,69.0,45.0,43.57142857142857,43.5,43.75
1,Nexora Care - Riverside,2025-07-19,9,5,Saturday,19,7,July,3,2025,29,1,False,No Holiday,Standard,45.0,39.0,59.0,49.0,43.0,41.785714285714285,43.75
1,Nexora Care - Riverside,2025-07-21,38,0,Monday,21,7,July,3,2025,30,0,False,No Holiday,Standard,9.0,15.0,5.0,42.0,38.714285714285715,38.214285714285715,42.32142857142857
1,Nexora Care - Riverside,2025-07-22,55,1,Tuesday,22,7,July,3,2025,30,0,False,No Holiday,Standard,38.0,55.0,20.0,9.0,42.0,40.57142857142857,42.17857142857143
1,Nexora Care - Riverside,2025-07-23,55,2,Wednesday,23,7,July,3,2025,30,0,False,No Holiday,Standard,55.0,43.0,43.0,62.0,42.0,43.07142857142857,43.82142857142857
1,Nexora Care - Riverside,2025-07-24,43,3,Thursday,24,7,July,3,2025,30,0,False,No Holiday,Standard,55.0,49.0,51.0,24.0,43.714285714285715,43.92857142857143,43.57142857142857
1,Nexora Care - Riverside,2025-07-25,31,4,Friday,25,7,July,3,2025,30,0,False,No Holiday,Standard,43.0,55.0,57.0,67.0,42.857142857142854,43.357142857142854,44.25
1,Nexora Care - Riverside,2025-07-26,10,5,Saturday,26,7,July,3,2025,30,1,False,No Holiday,Standard,31.0,45.0,49.0,58.0,39.42857142857143,41.5,42.964285714285715
1,Nexora Care - Riverside,2025-07-28,49,0,Monday,28,7,July,3,2025,31,0,False,No Holiday,Standard,10.0,9.0,39.0,40.0,34.42857142857143,38.714285714285715,41.25
1,Nexora Care - Riverside,2025-07-29,39,1,Tuesday,29,7,July,3,2025,31,0,False,No Holiday,Standard,49.0,38.0,15.0,51.0,40.142857142857146,39.42857142857143,41.57142857142857
1,Nexora Care - Riverside,2025-07-30,45,2,Wednesday,30,7,July,3,2025,31,0,False,No Holiday,Standard,39.0,55.0,55.0,41.0,40.285714285714285,41.142857142857146,41.142857142857146
1,Nexora Care - Riverside,2025-07-31,44,3,Thursday,31,7,July,3,2025,31,0,False,No Holiday,Standard,45.0,55.0,43.0,16.0,38.857142857142854,40.42857142857143,41.285714285714285
1,Nexora Care - Riverside,2025-08-01,52,4,Friday,1,8,August,3,2025,31,0,False,No Holiday,Standard,44.0,43.0,49.0,50.0,37.285714285714285,40.5,42.285714285714285
1,Nexora Care - Riverside,2025-08-02,23,5,Saturday,2,8,August,3,2025,31,1,False,No Holiday,Standard,52.0,31.0,55.0,62.0,38.57142857142857,40.714285714285715,42.357142857142854
1,Nexora Care - Riverside,2025-08-04,58,0,Monday,4,8,August,3,2025,32,0,False,No Holiday,Standard,23.0,10.0,45.0,69.0,37.42857142857143,38.42857142857143,40.964285714285715
1,Nexora Care - Riverside,2025-08-05,50,1,Tuesday,5,8,August,3,2025,32,0,False,No Holiday,Standard,58.0,49.0,9.0,59.0,44.285714285714285,39.357142857142854,40.57142857142857
1,Nexora Care - Riverside,2025-08-06,41,2,Wednesday,6,8,August,3,2025,32,0,False,No Holiday,Standard,50.0,39.0,38.0,5.0,44.42857142857143,42.285714285714285,40.25
1,Nexora Care - Riverside,2025-08-07,56,3,Thursday,7,8,August,3,2025,32,0,False,No Holiday,Standard,41.0,45.0,55.0,20.0,44.714285714285715,42.5,41.535714285714285
1,Nexora Care - Riverside,2025-08-08,57,4,Friday,8,8,August,3,2025,32,0,False,No Holiday,Standard,56.0,44.0,55.0,43.0,46.285714285714285,42.57142857142857,42.82142857142857
1,Nexora Care - Riverside,2025-08-09,20,5,Saturday,9,8,August,3,2025,32,1,False,No Holiday,Standard,57.0,52.0,43.0,51.0,48.142857142857146,42.714285714285715,43.32142857142857
1,Nexora Care - Riverside,2025-08-11,59,0,Monday,11,8,August,3,2025,33,0,False,No Holiday,Standard,20.0,23.0,31.0,57.0,43.57142857142857,41.07142857142857,42.214285714285715
1,Nexora Care - Riverside,2025-08-12,56,1,Tuesday,12,8,August,3,2025,33,0,False,No Holiday,Standard,59.0,58.0,10.0,49.0,48.714285714285715,43.07142857142857,42.285714285714285
1,Nexora Care - Riverside,2025-08-13,59,2,Wednesday,13,8,August,3,2025,33,0,False,No Holiday,Standard,56.0,50.0,49.0,39.0,48.42857142857143,46.357142857142854,42.535714285714285
1,Nexora Care - Riverside,2025-08-14,41,3,Thursday,14,8,August,3,2025,33,0,False,No Holiday,Standard,59.0,41.0,39.0,15.0,49.714285714285715,47.07142857142857,43.25
1,Nexora Care - Riverside,2025-08-15,44,4,Friday,15,8,August,3,2025,33,0,False,No Holiday,Standard,41.0,56.0,45.0,55.0,49.714285714285715,47.214285714285715,44.17857142857143
1,Nexora Care - Riverside,2025-08-16,15,5,Saturday,16,8,August,3,2025,33,1,False,No Holiday,Standard,44.0,57.0,44.0,43.0,48.0,47.142857142857146,43.785714285714285
1,Nexora Care - Riverside,2025-08-18,39,0,Monday,18,8,August,3,2025,34,0,False,No Holiday,Standard,15.0,20.0,52.0,49.0,42.0,45.07142857142857,42.785714285714285
1,Nexora Care - Riverside,2025-08-19,57,1,Tuesday,19,8,August,3,2025,34,0,False,No Holiday,Standard,39.0,59.0,23.0,55.0,44.714285714285715,44.142857142857146,42.42857142857143
1,Nexora Care - Riverside,2025-08-20,56,2,Wednesday,20,8,August,3,2025,34,0,False,No Holiday,Standard,57.0,56.0,58.0,45.0,44.42857142857143,46.57142857142857,42.5
1,Nexora Care - Riverside,2025-08-21,53,3,Thursday,21,8,August,3,2025,34,0,False,No Holiday,Standard,56.0,59.0,50.0,9.0,44.42857142857143,46.42857142857143,42.892857142857146
1,Nexora Care - Riverside,2025-08-22,55,4,Friday,22,8,August,3,2025,34,0,False,No Holiday,Standard,53.0,41.0,41.0,38.0,43.57142857142857,46.642857142857146,44.464285714285715
1,Nexora Care - Riverside,2025-08-23,15,5,Saturday,23,8,August,3,2025,34,1,False,No Holiday,Standard,55.0,44.0,56.0,55.0,45.57142857142857,47.642857142857146,45.07142857142857
1,Nexora Care - Riverside,2025-08-25,48,0,Monday,25,8,August,3,2025,35,0,False,No Holiday,Standard,15.0,15.0,57.0,55.0,41.42857142857143,44.714285714285715,43.642857142857146
1,Nexora Care - Riverside,2025-08-26,71,1,Tuesday,26,8,August,3,2025,35,0,False,No Holiday,Standard,48.0,39.0,20.0,43.0,46.142857142857146,44.07142857142857,43.392857142857146
1,Nexora Care - Riverside,2025-08-27,56,2,Wednesday,27,8,August,3,2025,35,0,False,No Holiday,Standard,71.0,57.0,59.0,31.0,50.714285714285715,47.714285714285715,44.392857142857146
1,Nexora Care - Riverside,2025-08-28,56,3,Thursday,28,8,August,3,2025,35,0,False,No Holiday,Standard,56.0,56.0,56.0,10.0,50.57142857142857,47.5,45.285714285714285
1,Nexora Care - Riverside,2025-08-29,51,4,Friday,29,8,August,3,2025,35,0,False,No Holiday,Standard,56.0,53.0,59.0,49.0,50.57142857142857,47.5,46.92857142857143
1,Nexora Care - Riverside,2025-08-30,14,5,Saturday,30,8,August,3,2025,35,1,False,No Holiday,Standard,51.0,55.0,41.0,39.0,50.285714285714285,46.92857142857143,47.0
1,Nexora Care - Riverside,2025-09-01,5,0,Monday,1,9,September,3,2025,36,0,True,Labor Day,Standard,14.0,15.0,44.0,45.0,44.42857142857143,45.0,46.107142857142854
1,Nexora Care - Riverside,2025-09-02,66,1,Tuesday,2,9,September,3,2025,36,0,False,No Holiday,Standard,5.0,48.0,15.0,44.0,43.0,42.214285714285715,44.67857142857143
1,Nexora Care - Riverside,2025-09-03,60,2,Wednesday,3,9,September,3,2025,36,0,False,No Holiday,Standard,66.0,71.0,39.0,52.0,45.57142857142857,45.857142857142854,45.464285714285715
1,Nexora Care - Riverside,2025-09-04,51,3,Thursday,4,9,September,3,2025,36,0,False,No Holiday,Standard,60.0,56.0,57.0,23.0,44.0,47.357142857142854,45.75
1,Nexora Care - Riverside,2025-09-05,54,4,Friday,5,9,September,3,2025,36,0,False,No Holiday,Standard,51.0,56.0,56.0,58.0,43.285714285714285,46.92857142857143,46.75
1,Nexora Care - Riverside,2025-09-06,26,5,Saturday,6,9,September,3,2025,36,1,False,No Holiday,Standard,54.0,51.0,53.0,50.0,43.0,46.785714285714285,46.607142857142854
1,Nexora Care - Riverside,2025-09-08,69,0,Monday,8,9,September,3,2025,37,0,False,No Holiday,Standard,26.0,14.0,55.0,41.0,39.42857142857143,44.857142857142854,45.75
1,Nexora Care - Riverside,2025-09-09,52,1,Tuesday,9,9,September,3,2025,37,0,False,No Holiday,Standard,69.0,5.0,15.0,56.0,47.285714285714285,45.857142857142854,46.75
1,Nexora Care - Riverside,2025-09-10,57,2,Wednesday,10,9,September,3,2025,37,0,False,No Holiday,Standard,52.0,66.0,48.0,57.0,54.0,48.5,46.607142857142854
1,Nexora Care - Riverside,2025-09-11,40,3,Thursday,11,9,September,3,2025,37,0,False,No Holiday,Standard,57.0,60.0,71.0,20.0,52.714285714285715,49.142857142857146,46.607142857142854
1,Nexora Care - Riverside,2025-09-12,44,4,Friday,12,9,September,3,2025,37,0,False,No Holiday,Standard,40.0,51.0,56.0,59.0,49.857142857142854,46.92857142857143,47.32142857142857
